id,u,v,key,osmid,length,name
1,255015605,1284479744,0,200029175,37.701,
2,255015605,1284479766,0,403167399,105.992,Avenida de la Marina
3,255015605,1284479773,0,1276425076,43.085,Avenida de la Marina
4,255015612,1284479835,0,200028847,28.289,Calle Moral
5,255015612,255015626,0,1270954406,16.649,Avenida de la Marina
6,255015612,257888216,0,370654129,132.053,Avenida de la Marina
7,255015612,4055452455,0,408760590,6.797,Calle Moral
8,255015619,7105789187,0,113213187,169.465,Avenida de la Marina
9,255015619,255015622,0,"[24009560, 23552138, 24009558]",244.935,
10,255015619,1284479744,0,"[1270954408, 1191468774, 1191468775]",200.642,Avenida de la Marina
11,255015622,6327629824,0,"[675676450, 675676451, 675676452, 760657072, 760657073, 1191537874]",282.7870000000001,
12,255015622,255015624,0,23552138,49.837999999999994,
13,255015624,255025369,0,902912639,100.684,Avenida Ejército
14,255015624,6314219626,0,175588727,12.803,Calle la Recoleta
15,255015626,7105789186,0,403167388,5.683,Avenida de la Marina
16,255015626,1284479757,0,200028848,24.761999999999997,
17,255025369,255025373,0,24286560,40.551,Óvalo Miguel Grau
18,255025369,11010602478,0,24286560,22.361000000000004,Óvalo Miguel Grau
19,255025373,5534090493,0,1270964365,19.868000000000002,Óvalo Miguel Grau
20,255025373,2100151396,0,"[23552132, 200013500, 24286575]",208.71299999999997,Calle Puente Grau
21,255025391,876656059,0,354948232,18.423,Calle Santa Catalina
22,255025391,257689298,0,23994452,102.433,Calle Santa Catalina
23,255025391,1264289574,0,23552136,120.838,Calle Ugarte
24,255025392,1264284856,0,23552137,119.425,Calle Francisco de Zela
25,255025392,257689328,0,354948232,65.745,Calle Santa Catalina
26,255025392,257887190,0,354948232,58.376999999999995,Calle Santa Catalina
27,255025421,6314219626,0,175588727,140.025,Calle la Recoleta
28,255025421,4075488093,0,175588727,159.554,Calle la Recoleta
29,255025421,4075491941,0,23552147,84.364,Ronda Recoleta
30,255025425,5122593494,0,110822228,60.468,
31,255025425,4075491941,0,405343715,116.031,Ronda Recoleta
32,255025425,255025427,0,405343715,109.19500000000001,Ronda Recoleta
33,255025427,5186775693,0,110843401,50.717,Avenida Emmel
34,257553424,9487193848,0,1029022308,18.898,Avenida de la Marina
35,257553424,259757272,0,1276430731,10.637,Calle 28 de Julio
36,257553424,1284479741,0,370654146,99.784,Avenida de la Marina
37,257553430,11012886975,0,110812060,21.355,Avenida Salaverry
38,257553430,11009127066,0,1185165289,6.632,Alameda Mario Vargas Llosa
39,257553430,1264359104,0,419542150,202.461,Calle la Merced
40,257553430,2085078794,0,434310884,17.719,Calle Sucre
41,257553430,11009127065,0,1185165288,7.053,Avenida Salaverry
42,257553434,2084948813,0,198354872,7.008,Pasaje Martinetti
43,257553434,260365760,0,1185046362,77.154,Avenida Parra
44,257553434,5706313119,0,110810761,75.36099999999999,Pasaje Martinetti
45,257553434,9410645594,0,425166823,87.697,Avenida Parra
46,257553441,8374968447,0,103800664,11.375,
47,257553441,10904424405,0,103800670,20.694,Avenida Miguel Forga
48,257553441,11007937311,0,103800664,6.066,
49,257571168,10904424561,0,491223451,18.289,Avenida Miguel Forga
50,257571168,5375241714,0,557340194,353.261,Calle Víctor Lira
51,257571168,2087449451,0,198637981,17.489,Calle Jacinto Ibáñez
52,257571168,260368188,0,198637978,18.935,Calle Jacinto Ibáñez
53,257571168,10904424545,0,491223451,21.316000000000003,Avenida Miguel Forga
54,257689298,1264342650,0,23994451,120.85499999999999,Calle Moral
55,257689298,876656046,0,419739135,63.755,Santa Catalina
56,257689298,5380727094,0,23994451,123.365,Calle Moral
57,257689328,1264309103,0,113213186,117.398,Calle Puente Grau
58,257689328,257689498,0,354948232,72.07999999999998,Calle Santa Catalina
59,257689328,2365980323,0,534153225,61.99,Calle Puente Grau
60,257689498,531251853,0,113213184,15.23,Juan del la Torre
61,257689498,4055466962,0,403171364,26.921,
62,257689498,10997907541,0,113213184,17.675,Juan del la Torre
63,257689625,10885702067,0,113213184,17.477,Juan del la Torre
64,257689625,1264342868,0,1171478808,15.859,Pasaje Bayoneta
65,257689625,531251853,0,113213184,26.779999999999998,Juan del la Torre
66,257689666,1284563549,0,"[113219960, 23783058, 113219947, 1185558407]",86.91199999999999,
67,257689666,257889419,0,403167402,27.9,
68,257689666,1284479744,0,1191468774,159.278,Avenida de la Marina
69,257689666,1284479890,0,403167408,18.21,Avenida de la Marina
70,257689748,4336252344,0,356841216,12.872,Juan del la Torre
71,257689748,1264300204,0,"[175549049, 668365565, 668365566]",93.155,Quinta Vivanco
72,257689748,7112683822,0,356841216,25.96,Juan del la Torre
73,257689749,1284479890,0,356841216,47.964,Juan del la Torre
74,257689749,1736356090,0,"[1171486227, 1171486228, 161669167]",12.879999999999999,
75,257689749,4336252344,0,356841216,12.843,Juan del la Torre
76,257689988,259156435,0,1029074106,55.504999999999995,
77,257689988,259156405,0,1029074106,85.993,
78,257689988,1252984299,0,391466729,48.425000000000004,Calle Consuelo
79,257887190,257887385,0,354948232,123.298,Calle Santa Catalina
80,257887190,1284479824,0,110829876,61.718,Calle Francisco de Zela
81,257887385,4110736812,0,23798530,48.208,Calle Ugarte
82,257887385,876656059,0,354948232,4.308,Calle Santa Catalina
83,257888214,3605978251,0,405342780,32.542,Avenida de la Marina
84,257888214,257888216,0,200025387,26.006,Calle San Agustín
85,257888214,1284479835,0,1270954407,102.307,Avenida de la Marina
86,257888216,4055452452,0,110831198,10.9,Calle San Agustín
87,257888216,4055452451,0,370654129,7.581,Avenida de la Marina
88,257889419,2100151394,0,200029110,24.244,
89,257889419,1284479802,0,403167410,25.048,Avenida de la Marina
90,257889419,1284479766,0,403167399,22.628,Avenida de la Marina
91,257889677,4106794719,0,458554565,2.976,Avenida Francisco Bolognesi
92,257889677,4318641453,0,23798829,38.966,Avenida Francisco Bolognesi
93,257889677,4318641455,0,23798827,37.109,Avenida Francisco Bolognesi
94,258058331,5208918205,0,538065237,14.825,
95,258058331,8375245721,0,23909563,18.123,Óvalo Quiñonez
96,258058331,8375245722,0,23909563,11.155000000000001,Óvalo Quiñonez
97,258058336,258058338,0,23909563,11.528,Óvalo Quiñonez
98,258058336,8375245720,0,23909563,30.384999999999998,Óvalo Quiñonez
99,258058338,1264339650,0,23814028,48.019000000000005,Avenida Victor Andrés Belaúnde
100,258058338,1198280880,0,23909563,37.951,Óvalo Quiñonez
101,259156387,1284479741,0,"[23909650, 113213183]",210.97,
102,259156387,259156397,0,"[113213194, 1029074108, 23925437]",184.30100000000002,Avenida José Abelardo Quiñones
103,259156387,873867977,0,"[26008336, 405722952, 23925437]",258.51700000000005,Avenida José Abelardo Quiñones
104,259156397,1284479803,0,370654129,24.519,Avenida de la Marina
105,259156397,11014188101,0,1276430730,6.096,Avenida de la Marina
106,259156405,4365192692,0,372617473,134.99599999999998,Avenida de la Marina
107,259156405,2906501256,0,536991704,9.619,Avenida de la Marina
108,259156435,11014188101,0,1029074106,38.75,
109,259156435,11014188100,0,"[113213192, 1029074107, 23925447]",140.077,
110,259156755,4365192387,0,370654146,126.261,Avenida de la Marina
111,259156755,11014188100,0,"[23909626, 23925453]",163.55700000000002,
112,259156755,3605978252,0,405342780,165.959,Avenida de la Marina
113,259757272,4208431367,0,536991704,72.629,Avenida de la Marina
114,259757272,8298816757,0,354952028,49.689,Calle 28 de Julio
115,259757272,9487193848,0,1029022309,16.64,Avenida de la Marina
116,260365760,2084948810,0,24009992,7.265,Puente de Fierro
117,260365760,3603796540,0,426617868,88.073,Avenida Parra
118,260365760,5375734622,0,557398372,134.523,
119,260366211,5967787216,0,25979656,33.05,Fernandini
120,260366211,5199090494,0,26282106,107.98899999999999,Calle Puente Bolívar
121,260366211,1264364511,0,109449965,113.904,Avenida Metropolitana
122,260366211,5199090495,0,198349078,110.019,Calle Puente Bolívar
123,260368188,2087449451,0,24010201,20.686,Avenida Miguel Forga
124,260368188,1198315913,0,110826918,15.72,Calle Jacinto Ibáñez
125,260368188,10904424543,0,24010201,10.068000000000001,Avenida Miguel Forga
126,283417881,5200794813,0,25979652,8.138,Avenida San Jerónimo
127,283417881,283422406,0,26282268,141.66700000000003,Avenida San Jerónimo
128,283417881,283417887,0,110830870,10.644,Avenida San Jerónimo
129,283417887,4027122519,0,110809522,53.561,
130,283417887,5200794813,0,1196822946,12.385,
131,283417887,1281950259,0,110830870,163.599,Avenida San Jerónimo
132,283422405,5225033223,0,110819120,14.276,Calle Ernesto Loreto
133,283422405,4682407649,0,112873845,15.203,Avenida San Martín
134,283422405,283422406,0,1275746487,75.982,Avenida San Jerónimo
135,283422405,5195285777,0,26009318,141.683,María Nieves y Bustamante
136,283422406,4544102112,0,1275746486,157.115,José Santos Chocano
137,283422603,1264347093,0,354685069,88.491,Avenida San Martín
138,283422603,283423130,0,1275746488,16.892000000000003,Ovalo Juan Manuel Polar
139,283422603,283423119,0,25980200,30.183,Ovalo Juan Manuel Polar
140,283423115,1252938522,0,110831708,79.221,Avenida Lima
141,283423115,1264336928,0,25980200,21.369,Ovalo Juan Manuel Polar
142,283423115,283423451,0,25980200,50.29,Ovalo Juan Manuel Polar
143,283423119,1264346964,0,399149796,72.043,Calle Felipe Santiago Salaverry
144,283423119,1264336928,0,25980200,22.653,Ovalo Juan Manuel Polar
145,283423130,283423451,0,1275746488,40.253,Ovalo Juan Manuel Polar
146,283423130,1264338787,0,110817827,77.44,Avenida Lima
147,283423449,1264312487,0,27640077,72.808,Avenida Emmel
148,283423449,283423807,0,27640077,70.069,Avenida Emmel
149,283423449,283423882,0,1232808773,65.195,Francisco Ibañez
150,283423449,1264330837,0,25980288,182.058,Francisco Ibañez
151,283423451,5203031712,0,1185125702,38.742999999999995,Calle Felipe Santiago Salaverry
152,283423807,5195285779,0,27640077,29.74,Avenida Emmel
153,283423807,1292294891,0,559258550,170.304,Lazo de los Rios
154,283423807,3725076882,0,25980282,66.525,Lazo de los Rios
155,283423882,3725076882,0,110809568,69.445,Avenida Garcilazo de la Vega
156,283423882,5394450556,0,110809568,149.583,Avenida Garcilazo de la Vega
157,283424077,5375720540,0,110816350,12.956,Calle Benigno Ballón Farfán
158,283424077,5375720539,0,110816350,60.719,Calle Benigno Ballón Farfán
159,283424077,1253003569,0,198345700,52.527,Avenida Victor Andrés Belaúnde
160,283424077,283795209,0,198345700,194.213,Avenida Victor Andrés Belaúnde
161,283787906,1252919106,0,110823142,61.978,
162,283787906,1396135794,0,171693059,68.86,José Santos Chocano
163,283787906,4682407593,0,474259058,84.047,
164,283787906,1396135810,0,110823142,137.794,
165,283787906,4544102112,0,171693059,163.67,José Santos Chocano
166,283789174,1396135810,0,25980282,33.941,Lazo de los Rios
167,283789174,1264355433,0,"[109451364, 1185115694]",63.027,
168,283789174,1252999279,0,25980282,36.042,Lazo de los Rios
169,283789844,283789846,0,171693066,34.625,Urbanización Atlas MZ D
170,283789844,1396135809,0,598210920,115.917,Gustavo Cornejo
171,283789844,1264339073,0,171693069,39.494,Gustavo Cornejo
172,283789846,5693791866,0,1185366443,12.469,Urbanización Atlas MZ D
173,283789846,283795209,0,198345700,118.42099999999999,Avenida Victor Andrés Belaúnde
174,283789846,286866810,0,198345700,39.644,Avenida Victor Andrés Belaúnde
175,283795209,1396135809,0,25980282,36.406,Lazo de los Rios
176,283795209,4682408335,0,1185366444,10.32,Lazo de los Rios
177,283812502,873867970,0,27640077,22.979,Avenida Emmel
178,283812502,1264292334,0,110813778,67.498,Calle Javier Delgado
179,283812502,5208947857,0,27640077,26.738,Avenida Emmel
180,283812507,10062503682,0,26008336,10.66,Avenida José Abelardo Quiñones
181,283812507,283812509,0,110843401,12.619,Avenida Emmel
182,283812507,1252919040,0,27640077,129.37300000000002,Avenida Emmel
183,283812507,10062503685,0,26008336,14.283,Avenida José Abelardo Quiñones
184,283812509,10062503684,0,405722947,13.705,Avenida José Abelardo Quiñones
185,283812509,1264360471,0,110843401,81.391,Avenida Emmel
186,283812509,10062503683,0,405722947,12.199,Avenida José Abelardo Quiñones
187,283814466,1252919040,0,27640077,70.738,Avenida Emmel
188,283814466,5208947860,0,27640077,28.442999999999998,Avenida Emmel
189,283814466,5208947864,0,110843787,42.645,Calle Julio Ernesto Portugal
190,286866805,286866810,0,903290103,12.852,
191,286866805,11010994631,0,538066345,50.182,Avenida Victor Andrés Belaúnde
192,286866805,5693791866,0,538066345,40.026,Avenida Victor Andrés Belaúnde
193,286866810,11010994632,0,198345700,58.335,Avenida Victor Andrés Belaúnde
194,287889414,1198315931,0,103800674,50.574,
195,287889414,1264343694,0,"[540035649, 24010201, 540035646]",198.81799999999998,"['Avenida Miguel Forga', 'Variante Uchumayo']"
196,287889414,11002056720,0,"[26282228, 1101792967]",93.72200000000001,Variante Uchumayo
197,303567295,11008718139,0,26282269,7.432,Avenida San Martín
198,303567295,303567317,0,1185125708,9.741,Calle Felipe Santiago Salaverry
199,303567295,10920891207,0,598199975,8.277,Avenida de la Marina
200,303567295,5200768339,0,536991707,42.126999999999995,Avenida de la Marina
201,303567317,11008718138,0,23552143,7.054,Avenida de la Marina
202,303567317,5203031705,0,25980174,5.748,Calle Felipe Santiago Salaverry
203,303567317,10920891210,0,558922932,8.724,Pasaje Bustamante
204,409472812,11013404035,0,109453211,6.884,Avenida Juan Vidaurrázaga
205,409472812,1264365120,0,227667738,11.465,Avenida Pedro P. Diaz
206,409472812,1253003144,0,109453211,10.525,Avenida Juan Vidaurrázaga
207,409472812,4020778170,0,227667738,8.685,Avenida Pedro P. Diaz
208,409472813,1252986345,0,110824792,12.594,
209,409472813,11013403961,0,227667738,97.927,Avenida Pedro P. Diaz
210,409472813,1253035248,0,110821053,54.891,
211,409472813,4020778163,0,227667738,17.976,Avenida Pedro P. Diaz
212,409472815,11013404068,0,227667738,8.689,Avenida Pedro P. Diaz
213,409472815,1264303693,0,558919022,9.131,Los Zafiros
214,409472815,5391078854,0,558919022,33.2,Los Zafiros
215,409472815,11013404091,0,227667738,18.543,Avenida Pedro P. Diaz
216,409472817,5391078209,0,906037027,128.414,Calle Ambrosio Vucetich
217,409472817,1264324744,0,906037027,14.69,Calle Ambrosio Vucetich
218,409472817,4020778158,0,227667738,25.036,Avenida Pedro P. Diaz
219,409472817,11013403961,0,227667738,23.852,Avenida Pedro P. Diaz
220,409473092,2087709217,0,110816100,9.672,Avenida Arturo Ibáñez
221,409473092,10779219045,0,1167637744,4.806,
222,409473092,10907229438,0,110816100,25.38,Avenida Arturo Ibáñez
223,461499177,11011286381,0,419750905,93.459,Calle Jerusalén
224,461499177,10885702045,0,873382763,2.105,Calle Santa Marta
225,461499177,1284563454,0,419750905,122.531,Calle Jerusalén
226,461499177,1284563574,0,23798530,122.735,Calle Ugarte
227,461499178,911059921,0,38855847,120.89699999999999,Calle Santa Marta
228,461499178,1284563421,0,409153478,123.636,Calle Rivero
229,461499178,4427963954,0,873382764,83.711,Calle Rivero
230,461499178,10885702045,0,873382763,123.334,Calle Santa Marta
231,462009629,1264349178,0,110815337,123.525,Calle Mercaderes
232,462009629,4049211653,0,110815337,48.226,Calle Mercaderes
233,462009629,914202058,0,873382764,121.847,Calle Rivero
234,462009629,4049211656,0,399826756,49.32,Calle Nicolás de Piérola
235,462009631,914202058,0,62002254,121.98299999999999,Calle San José
236,462009631,1264349178,0,675622469,120.573,Calle Peral
237,462009631,911059921,0,675622469,124.06299999999999,Calle Peral
238,462009631,4110755574,0,62002254,51.771,Calle San José
239,472283032,1284479843,0,110829708,76.191,Veliz
240,472283032,5379249150,0,644545197,32.118,Calle Rivero
241,472283032,914626999,0,644545197,80.37700000000001,Calle Rivero
242,472283033,531252148,0,356857774,7.409,Calle Rivero
243,472283033,10997907532,0,1270954405,73.03,Juan del la Torre
244,472283033,531270096,0,1284435489,53.89,Calle Rivero
245,472283033,5379249145,0,113213184,62.67,Juan del la Torre
246,531251853,1264342868,0,535581057,33.352,
247,531251864,1284479893,0,42551431,113.88099999999999,Pasaje Violin
248,531251864,8692107835,0,113213184,125.018,Juan del la Torre
249,531251864,10885702067,0,113213184,105.031,Juan del la Torre
250,531251889,10885702051,0,113213184,1.891,Juan del la Torre
251,531251889,1284479860,0,110826419,202.57600000000002,Calle Jerusalén
252,531251889,6061568161,0,356841217,8.193,Thomas Álvares
253,531251889,8692107835,0,113213184,99.3,Juan del la Torre
254,531251996,1284479843,0,42551429,57.691,Carlos Llosa
255,531251996,531252143,0,644545197,44.261,Calle Rivero
256,531251996,5379249150,0,644545197,28.659999999999997,Calle Rivero
257,531252021,1284479860,0,42551429,70.545,Carlos Llosa
258,531252021,6061568168,0,42551431,13.927,Pasaje Violin
259,531252021,873868065,0,73851180,19.662,Pasaje Los Cristales
260,531252021,1264330798,0,110837674,28.477,Desaguadero
261,531252021,1264301856,0,938235844,80.23400000000001,
262,531252143,2084081650,0,644545197,24.663,Calle Rivero
263,531252143,531270064,0,42551715,116.619,Calle Filtro
264,531252148,1284479856,0,"[113219952, 42551611, 113219956]",71.813,Garanios
265,531252148,6061568161,0,644545184,100.88000000000001,Juan del la Torre
266,531252148,531269880,0,200018280,77.456,Juan del la Torre
267,531263579,2099985001,0,530398170,8.344,
268,531263579,1284563504,0,"[561141977, 561141978, 356857773]",39.81,"['Juan del la Torre', 'Avenida Arequipa']"
269,531269880,531269963,0,761297274,7.78,Calle Peral
270,531269880,5150516924,0,200018280,10.338000000000001,Juan del la Torre
271,531269963,5150516925,0,356857773,10.631,Juan del la Torre
272,531269963,10997907532,0,356857773,8.374,Juan del la Torre
273,531269963,10997907533,0,761297274,10.996,Calle Peral
274,531270051,531270096,0,1284435490,90.553,Lucas Poblete
275,531270051,10997907533,0,42551713,71.24600000000001,Calle Peral
276,531270051,531270064,0,354690408,117.097,Calle Peral
277,531270051,531270109,0,"[42551714, 892928716]",240.879,Lucas Poblete
278,531270064,4025045388,0,1270954404,99.894,Calle Peral
279,531270064,531270109,0,902508901,137.465,Calle Filtro
280,531270064,11664040834,0,1254745368,20.903,
281,531270069,4025046911,0,675622468,10.041,Calle Peral
282,531270069,5180886026,0,"[399823497, 1164208402, 403480281]",110.058,
283,531270069,4025045388,0,675622468,49.656,Calle Peral
284,531270096,2084081650,0,644545197,100.02,Calle Rivero
285,531270109,5377989886,0,1270954403,29.88,Calle Saenz Peña
286,531270109,4536391016,0,644545188,38.72,Pasaje Juan Velasco Alvarado
287,873867970,10923337582,0,27640077,86.086,Avenida Emmel
288,873867970,5375720555,0,110809271,71.047,Calle Javier Delgado
289,873867977,1281950261,0,109450971,10.918,Calle Bello Horizonte
290,873867977,5460698699,0,109450971,89.991,Calle Bello Horizonte
291,873867977,10062503680,0,26008336,6.928,Avenida José Abelardo Quiñones
292,873868065,6061568168,0,644545187,11.217,
293,873868065,1264342868,0,73851180,131.904,Pasaje Los Cristales
294,876655990,876656039,0,74103830,10.522,
295,876655990,876656091,0,74103839,3.015,Calle Toledo
296,876655990,876655996,0,74103839,18.714,Calle Toledo
297,876655994,4766382434,0,432928474,16.434,
298,876655994,876656108,0,74103838,48.933,Calle Córdoba
299,876655994,876655996,0,74103839,51.467,Calle Toledo
300,876655996,876656064,0,74103840,28.751,Calle Sevilla
301,876656003,876656003,0,74103836,12.971,
302,876656003,876656017,0,"[432939234, 74103837]",13.932,
303,876656015,876656064,0,74103841,23.186,Calle Burgos
304,876656015,876656091,0,"[74103841, 74103844, 74103839]",62.507,"['Calle Burgos', 'Calle Toledo']"
305,876656015,876656091,1,74103842,26.061999999999998,
306,876656016,876656103,0,432928792,16.843,
307,876656016,876656094,0,432928792,14.12,
308,876656016,4318562864,0,432928794,7.868,
309,876656017,4318560742,0,432928475,11.155,
310,876656017,876656103,0,"[432928792, 467360777, 467360775]",103.014,
311,876656025,4075488093,0,175588727,204.30800000000002,Calle la Recoleta
312,876656025,5412214077,0,561257187,286.528,Calle Beaterio
313,876656025,5379805298,0,587064526,61.257,Calle Beaterio
314,876656046,1264340226,0,127637373,119.093,Pasaje de la Catedral
315,876656046,1264289888,0,419739135,54.934,Santa Catalina
316,876656059,876656103,0,74103828,51.625,
317,876656064,4318560750,0,"[74103834, 74103843, 74103829]",47.14999999999999,Calle Granada
318,876656094,876656108,0,74103831,32.012,
319,876656094,876656108,1,432928793,33.147,
320,911059921,914103844,0,38855847,128.067,Calle Santa Marta
321,911059921,1284563660,0,675622469,124.622,Calle Peral
322,911059962,4110755574,0,62002254,74.082,Calle San José
323,911059962,3946659303,0,109453710,10.419,Calle Colón
324,911059962,4058263259,0,403477585,2.921,Siglo XX
325,911059962,4427984764,0,1184486863,57.638999999999996,Calle Colón
326,914103783,1264300750,0,1185802231,59.433,
327,914103844,1264369170,0,109453710,41.736999999999995,Calle Colón
328,914103844,4058263267,0,109453710,52.99,Calle Colón
329,914192142,2087821444,0,110812060,44.483999999999995,Avenida Salaverry
330,914192142,1264353981,0,"[1185167880, 110827790]",60.301,
331,914192142,11012886975,0,110812060,27.781,Avenida Salaverry
332,914192146,1264333227,0,77720543,103.15400000000001,Calle García Calderón
333,914192146,1264295740,0,110820639,54.63,Paz Soldán
334,914192146,5391127548,0,110820639,65.819,Paz Soldán
335,914192160,1264364404,0,354685068,34.691,Calle García Calderón
336,914192160,5200768339,0,"[536991977, 1029022307]",59.876000000000005,Avenida de la Marina
337,914192160,9487193848,0,1029022307,90.326,Avenida de la Marina
338,914202058,4427963958,0,62002254,40.371,Calle San José
339,914202058,3946583377,0,873382764,18.112,Calle Rivero
340,914626999,5169939759,0,644545198,57.252,Calle Ayacucho
341,914626999,1284563421,0,409153478,130.457,Calle Rivero
342,914626999,4058288099,0,200014777,116.821,Calle Ayacucho
343,1198280880,8375245722,0,23909563,5.858000000000001,Óvalo Quiñonez
344,1198280880,11010994634,0,198345700,53.944,Avenida Victor Andrés Belaúnde
345,1198315877,1198315931,0,426152663,92.58600000000001,
346,1198315877,3609574253,0,558918778,72.429,
347,1198315877,2084960170,0,"[1053161593, 426152659]",97.133,"['Avenida Alfonso Ugarte', 'Avenida Parra']"
348,1198315877,1198315932,0,1053161593,44.465,Avenida Alfonso Ugarte
349,1198315894,10859133119,0,809391022,17.255,Avenida Miguel Forga
350,1198315894,1198315949,0,"[1167637753, 1167637754, 505965076]",17.693,
351,1198315894,2087471699,0,"[1167637755, 505965076, 505965077]",15.137999999999998,
352,1198315894,8374968447,0,809391022,16.719,Avenida Miguel Forga
353,1198315913,10904424548,0,809391022,9.899,Avenida Miguel Forga
354,1198315913,1264335890,0,110844598,20.502,Calle Jacinto Ibáñez
355,1198315913,2087449445,0,809391022,22.047,Avenida Miguel Forga
356,1198315916,1198315928,0,1276190814,14.038,
357,1198315916,2087471706,0,110816100,17.6,Avenida Arturo Ibáñez
358,1198315916,7567888648,0,1276425066,16.868000000000002,
359,1198315928,1264336087,0,1276190814,14.377,
360,1198315931,5391078156,0,558918782,126.425,
361,1198315932,7105677075,0,25979534,82.175,Avenida Alfonso Ugarte
362,1198315932,1264343694,0,110844688,146.131,
363,1198315932,7154758745,0,596675274,90.181,Avenida Alfonso Ugarte
364,1198315949,8374968448,0,24010201,15.411,Avenida Miguel Forga
365,1198315949,2087471703,0,"[1167637752, 1167637753, 505965078]",14.325000000000001,
366,1198315949,10904424559,0,24010201,133.425,Avenida Miguel Forga
367,1198315960,1264354492,0,540035648,46.865,Variante Uchumayo
368,1198315960,9331081991,0,103800668,94.08999999999999,Andia
369,1198315960,3609574261,0,"[540035648, 103799785, 809391022]",111.201,"['Variante Uchumayo', 'Avenida Miguel Forga']"
370,1198453759,1198453785,0,570550128,10.484,José María Escriba
371,1198453759,5564783752,0,25979534,36.261,Avenida Alfonso Ugarte
372,1198453759,3946856632,0,25979534,38.063,Avenida Alfonso Ugarte
373,1198453785,5564783722,0,570550128,108.379,José María Escriba
374,1198453785,5485432509,0,596675274,3.603,Avenida Alfonso Ugarte
375,1198453785,5564783753,0,596675274,36.14,Avenida Alfonso Ugarte
376,1198729212,11002060891,0,1184511690,73.996,Calle Los Arrayanes
377,1198729212,11008090615,0,"[110834481, 524545073]",51.643,Calle Los Arrayanes
378,1252902836,5399052223,0,110825194,71.67200000000001,
379,1252902836,1264299808,0,596675272,28.918000000000003,
380,1252902836,1264286581,0,596675273,57.829,
381,1252903591,3946746980,0,649901512,5.389,Avenida Vírgen del Pilar
382,1252903591,5393843687,0,110808460,76.005,
383,1252903591,4232782266,0,649901512,62.15,Avenida Vírgen del Pilar
384,1252906565,1264346470,0,110821604,124.664,Calle la Merced
385,1252906565,11068021146,0,533913536,34.084,Calle Palacio Viejo
386,1252906565,1253008354,0,110821604,119.966,Calle la Merced
387,1252906565,5203304828,0,533913536,84.179,Calle Palacio Viejo
388,1252908763,1252999279,0,25980282,68.89,Lazo de los Rios
389,1252908763,1396135803,0,557396852,149.511,Lavalle
390,1252908763,1396138602,0,25980282,42.209,Lazo de los Rios
391,1252909280,11009101041,0,558922120,8.848,
392,1252909280,11016609802,0,1254722684,86.235,Calle Alcides Carrión
393,1252909280,11009101042,0,1254722684,6.311,Calle Alcides Carrión
394,1252911231,11014861193,0,1185829616,9.738,Arias Rodriguez
395,1252911231,4941438677,0,"[596675277, 596675274, 198622669]",85.416,Avenida Alfonso Ugarte
396,1252914267,1264320225,0,110830216,104.498,Calle Perú
397,1252914267,1264330973,0,110836957,76.605,Calle 2 de Mayo
398,1252914267,1252983988,0,110836957,125.718,Calle 2 de Mayo
399,1252914267,4427910607,0,110830216,29.709,Calle Perú
400,1252914298,1252938327,0,110818406,22.516,
401,1252917034,1264347406,0,675676888,120.576,Calle Villalba
402,1252917034,4055452455,0,408760590,142.94,Calle Moral
403,1252917034,1264316137,0,675676888,121.987,Calle Villalba
404,1252917034,1264342650,0,873382765,65.006,Calle Moral
405,1252918191,5375734630,0,110820930,103.634,Estadium
406,1252918191,5375734634,0,557398378,60.046,
407,1252918191,1264284197,0,642660304,88.03800000000001,Avenida García de Carbajal
408,1252918191,1264354708,0,642660304,79.92,Avenida García de Carbajal
409,1252919040,1252991786,0,110823319,61.264,
410,1252919106,6399546649,0,110820749,148.60900000000004,
411,1252919106,1264366433,0,"[110827296, 557396853]",206.916,Gustavo Cornejo
412,1252919106,4544102105,0,559258551,98.79,
413,1252919791,1264342953,0,557378634,9.242,Urbanización los Rosales
414,1252919791,1264313779,0,809386607,122.368,Avenida Dolores
415,1252919791,7567879881,0,809386607,115.995,Avenida Dolores
416,1252921146,11068021154,0,533915136,21.214,Calle Álvarez Thomas
417,1252921146,2905764708,0,533915137,54.719,Calle Palacio Viejo
418,1252921146,1264359790,0,110830513,121.15,Calle Álvarez Thomas
419,1252921146,4351945580,0,533913536,59.496,Calle Palacio Viejo
420,1252922332,6734034534,0,110845214,49.776,Calle San Pedro
421,1252922332,1264288209,0,109450459,126.625,Calle Mariano Melgar
422,1252922332,5380727089,0,110817580,249.88599999999997,Calle Mariano Melgar
423,1252922332,5432125026,0,110845214,133.312,Calle San Pedro
424,1252923627,7567525362,0,199124133,1.747,
425,1252923627,4067074144,0,199124133,15.778,
426,1252923627,4742367929,0,570474813,35.331,Avenida Venezuela
427,1252923874,1264291431,0,110831708,52.521,Avenida Lima
428,1252923874,4209897889,0,"[1164240661, 421178078]",47.807,
429,1252923874,1264336110,0,"[561412107, 1185757013]",39.05200000000001,Pasaje V. Hugo
430,1252923874,1252980613,0,110831708,27.031,Avenida Lima
431,1252927980,1252993739,0,533408286,53.64,Calle los Rosales
432,1252927980,1264367295,0,533408286,56.312,Calle los Rosales
433,1252927980,1264315042,0,110840817,109.565,Los Rosales
434,1252928877,1264319696,0,110819262,47.252,Naranjos
435,1252928877,5533915111,0,110819262,26.391,Naranjos
436,1252928877,1264347106,0,1030063220,62.192,
437,1252929363,5437797052,0,458554565,61.794,Avenida Francisco Bolognesi
