id,u,v,key,osmid,length,name
2304,4030256904,5465535945,0,1156855670,6.066,
2305,4030256904,4030258176,0,400478009,47.868,
2306,4030256906,6742797346,0,400478010,21.315,
2307,4030256906,4030256911,0,400478011,6.336,
2308,4030256906,4030256920,0,400478011,11.221,
2309,4030256908,4030256909,0,400478011,2.242,
2310,4030256908,4030258176,0,1194409312,10.093,
2311,4030256908,4030256916,0,400478011,4.215,
2312,4030256909,4030258175,0,400478489,13.219,
2313,4030256909,4030256920,0,400478011,6.726,
2314,4030256911,4030256912,0,400478011,2.112,
2315,4030256911,11086442966,0,1194409311,8.011,
2316,4030256912,4030256916,0,400478011,8.440999999999999,
2317,4030256912,11086686786,0,400478284,60.152,
2318,4030256916,11086686785,0,400478281,62.118,
2319,4030256920,11086442967,0,1194409313,9.364,
2320,4030256925,4030256926,0,400478012,8.868,12
2321,4030256928,4030256929,0,400478014,6.326,10
2322,4030256928,4030256930,0,1156855669,5.408,
2323,4030256930,4030256931,0,400478015,6.447,9
2324,4030257450,11086686785,0,400478281,4.277,
2325,4030257450,11086686786,0,400478284,4.554,
2326,4030257455,4030257460,0,400478286,36.416,
2327,4030257455,5465545082,0,400478286,15.390999999999998,
2328,4030257460,4030257461,0,400478287,28.711,
2329,4030257460,5465543160,0,400478287,13.475,
2330,4030258175,6742797347,0,400478009,6.071,
2331,4030258175,4356473125,0,437868713,18.254,
2332,4030258175,4030258176,0,400478009,9.827,
2333,4030258176,4030258177,0,400478490,13.807,
2334,4030258177,4030258178,0,400478491,48.01,
2335,4030258177,11086442202,0,400478490,28.967,
2336,4030258178,11086442958,0,400478490,28.966,
2337,4049211653,4337620608,0,110815337,21.528,Calle Mercaderes
2338,4049211653,4049211656,0,"[402525374, 402525375]",96.55100000000002,
2339,4049211656,4249908441,0,399826756,75.455,Calle Nicolás de Piérola
2340,4052245158,5706253121,0,198354871,79.218,Avenida Parra
2341,4055452444,4055452445,0,403167386,5.946,
2342,4055452445,4055452449,0,403167386,27.158,
2343,4055452445,5169434191,0,532762173,67.255,
2344,4055452449,5169434191,0,532762174,15.298,
2345,4055452452,5169434180,0,110831198,19.403,Calle San Agustín
2346,4055452452,4055452455,0,403167387,135.951,
2347,4055452457,4055452460,0,403167388,55.798,Avenida de la Marina
2348,4055452457,4055452458,0,403167389,54.004,
2349,4055452458,4055452460,0,"[403167390, 200021255]",100.41399999999999,Pasaje Jacinto Ibañez
2350,4055452460,4055463394,0,403167388,78.191,Avenida de la Marina
2351,4055463394,4055463399,0,403167397,29.574000000000005,
2352,4055466962,7112683824,0,356841216,12.286,Juan del la Torre
2353,4055466962,4110478631,0,356841216,20.253,Juan del la Torre
2354,4055499740,4915894855,0,354948228,87.968,Calle Paucarpata
2355,4055499740,5465525924,0,"[403174016, 1167131313, 1167131314]",25.786,
2356,4055499742,4055499747,0,403174016,48.467,
2357,4055499742,10852999333,0,403174017,4.347,
2358,4055499742,9768373908,0,403174017,4.663,
2359,4055499743,5258340014,0,403174017,36.215,
2360,4055499743,4055499769,0,403174024,10.936,
2361,4055499743,4055499776,0,403174024,37.701,
2362,4055499744,10852877548,0,403174017,6.5,
2363,4055499744,10852999333,0,403174017,43.87,
2364,4055499744,5465525997,0,403174036,15.899,
2365,4055499746,9768435421,0,403174018,53.153,
2366,4055499747,5465525922,0,403174016,13.833,
2367,4055499747,9768435421,0,403174018,3.708,
2368,4055499766,9768435559,0,403174017,11.854,
2369,4055499766,5258340014,0,403174017,4.098,
2370,4055499766,4055499768,0,403174023,27.895000000000003,
2371,4055499769,4055499776,0,403174024,49.417,
2372,4055499769,4055499785,0,403174025,40.288000000000004,
2373,4055499776,5258340007,0,1167139731,5.0,
2374,4055499784,10852800680,0,403174025,11.845,
2375,4055499784,4055504800,0,403174030,33.304,
2376,4055499784,5258339996,0,543967630,37.193999999999996,
2377,4055499785,4055504798,0,403174026,34.705,
2378,4055499785,10852927456,0,403174025,44.652,
2379,4055504789,10852829981,0,403174027,35.695,
2380,4055504789,10852927481,0,403174027,20.955,
2381,4055504789,4055504806,0,403174033,43.581,
2382,4055504790,4055504798,0,403174026,44.035,
2383,4055504790,9768436835,0,"[403174026, 1063439262]",100.21600000000001,
2384,4055504790,9768435466,0,403174027,20.354,
2385,4055504790,10852979979,0,403174027,29.242,
2386,4055504792,4055509291,0,403174027,48.589,
2387,4055504792,10852927437,0,403174035,11.99,
2388,4055504792,10853083519,0,403174035,29.719,
2389,4055504797,10852999334,0,403174029,5.777,
2390,4055504797,4055509292,0,403174745,39.704,
2391,4055504797,9768435565,0,403174035,20.143,
2392,4055504798,10852829977,0,403174029,13.582,
2393,4055504798,5258340007,0,403174029,29.578,
2394,4055504799,10852927457,0,403174029,22.033,
2395,4055504799,4055504800,0,403174032,6.459,
2396,4055504799,4055504806,0,403174032,4.766999999999999,
2397,4055504800,4055504806,0,403174032,10.802999999999999,
2398,4055504808,10852979937,0,403174034,19.21,
2399,4055504808,5465531106,0,567957520,15.611,
2400,4055504808,5465531103,0,567957520,15.030000000000001,
2401,4055504809,10852979946,0,403174034,30.255,
2402,4055504809,10852829946,0,423708598,56.079,
2403,4055504809,8082052528,0,"[575138354, 423708598]",95.93599999999999,
2404,4055504811,4055509292,0,403174036,3.287,
2405,4055504811,4055520791,0,403175954,41.24,
2406,4055504811,4055520792,0,403175955,9.251999999999999,
2407,4055504813,4055504814,0,403175955,21.932,
2408,4055504813,4055520792,0,403175955,17.458,
2409,4055504813,10852927437,0,403174746,37.59,
2410,4055504818,9768436874,0,403174039,11.995,
2411,4055504818,4055514951,0,403175232,55.784,
2412,4055504818,4055514952,0,403175233,44.882,
2413,4055504819,10852935822,0,1275766894,4.911,Avenida Independencia
2414,4055504819,4055564118,0,403174039,28.003999999999998,
2415,4055509290,10852999350,0,403174029,15.31,
2416,4055509290,4055509291,0,403174743,40.146,
2417,4055509290,5465531111,0,403174029,41.906000000000006,
2418,4055509291,5465531112,0,403174027,36.832,
2419,4055509292,5465525997,0,403174036,12.231,
2420,4055509295,10852935824,0,1167131325,2.88,
2421,4055509295,10853004830,0,403174749,31.672000000000004,
2422,4055509295,10853083519,0,"[403174035, 1167131325, 403174038]",47.114000000000004,
2423,4055509296,4055509297,0,403174747,19.889,
2424,4055509296,9768435516,0,403174747,43.724,
2425,4055509296,10852935821,0,403181043,27.198000000000004,
2426,4055509297,10853004838,0,403174039,10.975,
2427,4055509297,11086686758,0,403174039,8.873,
2428,4055509299,10852945714,0,403174750,6.968,
2429,4055514923,11086686758,0,403174039,42.173,
2430,4055514923,10852935817,0,403174039,20.648,
2431,4055514923,4055514929,0,403175228,62.886,
2432,4055514924,4055514927,0,247761129,33.939,
2433,4055514924,4055514929,0,403175228,8.207,
2434,4055514926,10852935817,0,403174039,11.995,
2435,4055514926,10852945713,0,403174039,29.774,
2436,4055514926,4055514930,0,403175229,62.275,
2437,4055514927,5393843692,0,247761129,189.81900000000002,
2438,4055514927,4055514930,0,403175229,8.370000000000001,
2439,4055514929,10853004859,0,403175230,19.557,
2440,4055514929,10853004861,0,403175230,15.344,
2441,4055514930,10853004863,0,403175230,26.298,
2442,4055514930,10853004859,0,403175230,14.486,
2443,4055514931,10853004863,0,403175230,23.079,
2444,4055514951,5465531116,0,567957522,10.481,
2445,4055514951,5519398998,0,575138349,16.513,
2446,4055520792,4055520794,0,403175956,60.417,
2447,4055542236,11016601693,0,198372047,44.852,Avenida la Salle
2448,4055542236,11016601695,0,403178482,8.282,
2449,4055542236,4055542237,0,"[403178482, 1186070062]",63.693,
2450,4055542236,11016601697,0,198372047,57.87,Avenida la Salle
2451,4055564118,10853004838,0,403174039,10.395,
2452,4055564118,10852935821,0,403181043,4.411,
2453,4058235023,4058235024,0,538636614,21.664,
2454,4058235023,11012483294,0,198105562,9.706,
2455,4058235024,4058235025,0,538636614,5.437,
2456,4058235024,5213421935,0,538636615,10.526,Avenida los Incas
2457,4058235025,11099591051,0,399141482,28.519000000000002,
2458,4058235026,4058235027,0,198105331,3.164,
2459,4058235026,4058235029,0,399142387,17.443,
2460,4058235027,4096498609,0,198105332,18.758000000000003,
2461,4058235029,11002202206,0,399142387,3.739,
2462,4058235029,5213421946,0,424465895,4.122,
2463,4058235029,4096498609,0,424465895,9.183,
2464,4058235030,5213421943,0,403475178,2.579,Avenida Lambramani
2465,4058235030,11099591052,0,1196088904,9.461,
2466,4058235030,11002202206,0,399142387,11.376000000000001,
2467,4058263259,4058263260,0,403477586,9.214,
2468,4058263267,4717589347,0,403477588,27.747,
2469,4058263268,4717589346,0,110813283,18.525,
2470,4058263268,4717589347,0,403477588,17.498,
2471,4058263268,5432125026,0,110813283,94.357,
2472,4058288099,4058322255,0,644545196,85.26199999999999,Calle Ayacucho
2473,4058288099,4058322256,0,1184486858,90.484,Calle Ayacucho
2474,4058288119,8879835807,0,403480283,122.124,
2475,4058288119,4058288125,0,403480284,21.752000000000002,
2476,4058288119,4058288127,0,403482507,16.064,
2477,4058288119,8835591997,0,403482507,75.08,
2478,4058288121,11087456610,0,403482507,17.356,
2479,4058288122,4058288126,0,403480282,8.766,
2480,4058288122,11087434783,0,403482507,13.919,
2481,4058288122,4058288127,0,403482507,7.651,
2482,4058288125,4058288128,0,403480285,15.505,
2483,4058288125,4058288127,0,403480285,14.562,
2484,4058288125,4058288126,0,403480284,17.952,
2485,4058288126,6061568501,0,403480282,11.466,
2486,4058322255,4058322256,0,403482506,6.203,Calle Ayacucho
2487,4058322255,4058322273,0,644545196,63.927,Calle Ayacucho
2488,4058322256,4618014751,0,409153279,11.057,
2489,4058322256,11014693349,0,1184486858,64.73299999999999,Calle Ayacucho
2490,4058322273,11014693349,0,403482511,5.179,
2491,4058322273,6734047830,0,644545196,57.251999999999995,Calle Ayacucho
2492,4058322276,11014693349,0,"[644545192, 644545193, 403482511]",39.78,
2493,4058322281,8234790746,0,399823499,9.94,
2494,4058322281,8879835807,0,403482513,28.477,
2495,4058322281,8835591997,0,399823499,221.59799999999998,
2496,4058322281,4058322282,0,"[403482513, 644545191]",36.146,
2497,4058322282,4058322283,0,644545191,5.463,
2498,4058322282,11014693349,0,1184486858,81.294,Calle Ayacucho
2499,4058322282,5380727086,0,1184486858,119.83700000000002,Calle Ayacucho
2500,4058322283,5380727086,0,644545196,115.318,Calle Ayacucho
2501,4058322283,6734047830,0,644545196,28.712,Calle Ayacucho
2502,4058377257,5092538900,0,110818503,44.56,Calle Cesar Vallejo
2503,4058377257,5393843715,0,1254741633,49.152,Calle Cesar Vallejo
2504,4060315693,4060315694,0,403696099,36.793,
2505,4066882694,5391133842,0,557853744,44.831,Calle San Rafael
2506,4066882694,5391133846,0,110842684,94.14000000000001,
2507,4066895960,4066916798,0,404414974,2.979,
2508,4066915242,5381018101,0,404414776,39.005,
2509,4066915242,5381008135,0,"[404423706, 558026931]",97.10400000000001,
2510,4066915242,5381044242,0,558031284,70.53200000000001,
2511,4066915244,5381008117,0,404414777,12.681,
2512,4066915244,5381008113,0,404423707,43.198,
2513,4066915244,5381008146,0,558026934,7.352,
2514,4066915246,5381008131,0,404429496,39.559,
2515,4066915246,5381008103,0,404429496,3.852,
2516,4066915246,5381008128,0,404414777,38.627,
2517,4066915247,4066915248,0,404414778,27.397,
2518,4066915247,5381008145,0,175698672,35.016999999999996,Avenida Daniel Alcides Carrión
2519,4066915247,4067035110,0,175698672,107.951,Avenida Daniel Alcides Carrión
2520,4066915248,5381008110,0,404423709,22.64,
2521,4066915248,4066990072,0,404423709,22.772,
2522,4066915260,4067034578,0,1171057482,4.079,
2523,4066915260,9674888302,0,"[404415448, 404430020, 354695470]",415.1719999999999,"['Vía Exclusiva Daniel Alcides Carrión', 'Acceso Rápido Alcides Carrión']"
2524,4066915260,4067034577,0,"[1171057482, 1171057483, 404427364]",7.05,
2525,4066915260,4067032172,0,404430020,120.66,Vía Exclusiva Daniel Alcides Carrión
2526,4066916798,11019063208,0,"[404414973, 404414974]",135.332,
2527,4066916798,11009101050,0,1185162924,5.65,
2528,4066951578,4066951579,0,"[404418318, 1186410478, 1186410479]",12.044,
2529,4066951578,11019063208,0,"[404418318, 1186364819, 1186364820, 1186364821, 1186364822]",175.40400000000002,
2530,4066951579,4066951694,0,404418325,17.584,Avenida Venezuela
2531,4066951692,5750184882,0,"[404418322, 558925027]",18.985,
2532,4066951692,4066951694,0,404418325,7.73,Avenida Venezuela
2533,4066951694,5750185274,0,404418323,24.025,
2534,4066951718,5750184827,0,570474816,51.896,Avenida Venezuela
2535,4066951718,4066951719,0,"[404418331, 989753923, 989753924]",13.896,
2536,4066951718,4066951720,0,570474816,46.58,Avenida Venezuela
2537,4066951719,5750184828,0,404418333,51.876,
2538,4066951719,5750185271,0,606488518,5.345,
2539,4066951719,4066951721,0,404418333,49.091,
2540,4066951720,4066951721,0,"[989753928, 404418332, 989753927]",13.491,
2541,4066951720,5391133719,0,1276191249,66.3,Avenida Venezuela
2542,4066951721,5750185272,0,606488520,3.729,
2543,4066951721,4066951722,0,404418333,58.501,
2544,4066951722,5750184832,0,573343827,24.501,Calle Manzanitos
2545,4066951722,5391133719,0,"[1186051041, 1186051042, 570474815]",21.655,Calle Manzanitos
2546,4066951726,5750185274,0,404418323,24.753,
2547,4066951726,5750184828,0,404418333,48.226,
2548,4066951726,8302191869,0,893261092,8.556000000000001,
2549,4066990035,4066990036,0,404423702,34.664,
2550,4066990036,4066990045,0,404423703,22.668000000000003,
2551,4066990036,4066990038,0,404423703,29.941000000000003,
2552,4066990038,4066990055,0,404423704,33.243,
2553,4066990038,4066990045,0,404423703,6.470000000000001,
2554,4066990055,8901588136,0,962324115,42.287,Calle José Carlos Mariátegui
2555,4066990063,11015162874,0,479820579,6.133,Avenida Vírgen del Pilar
2556,4066990063,4066990064,0,1184523287,18.83,
2557,4066990063,11015162864,0,109453238,4.564,Avenida Vírgen del Pilar
2558,4066990064,4066990064,0,404423708,156.839,
2559,4066990072,5381008113,0,404423707,6.65,
2560,4066990072,5381008144,0,"[558026929, 404423707]",14.065,
2561,4067032171,4067034689,0,404427366,4.018,
2562,4067032171,4067032172,0,"[1171057484, 1171057485, 404427366]",6.937,
2563,4067032171,4067034577,0,404430019,120.999,Vía Exclusiva Daniel Alcides Carrión
2564,4067032172,4067034692,0,1171057484,4.294,
2565,4067034576,4067034577,0,404427364,3.91,
2566,4067034576,4536334670,0,227661752,16.262,Avenida Daniel Alcides Carrión
2567,4067034577,11016523158,0,404430019,32.830999999999996,Vía Exclusiva Daniel Alcides Carrión
2568,4067034578,4067035110,0,175698672,8.875,Avenida Daniel Alcides Carrión
2569,4067034578,4067058577,0,175698672,94.568,Avenida Daniel Alcides Carrión
2570,4067034582,4536334670,0,227661752,16.642,Avenida Daniel Alcides Carrión
2571,4067034582,11016523158,0,1186051040,4.515,
2572,4067034689,4536345257,0,227661752,105.225,Avenida Daniel Alcides Carrión
2573,4067034689,4536351573,0,"[404427366, 1171057486, 1171057487]",14.376000000000001,
2574,4067034689,5379874278,0,227661752,41.581,Avenida Daniel Alcides Carrión
2575,4067034692,4067058577,0,175698672,25.584,Avenida Daniel Alcides Carrión
2576,4067035110,5381008103,0,"[404429496, 1164002484]",73.14800000000001,
2577,4067035111,5381008131,0,404429496,12.632,
2578,4067035111,4536334664,0,457494581,31.339,
2579,4067035111,4536334663,0,457494581,53.687,
2580,4067058577,4067058578,0,404430587,13.282,
2581,4067058578,6292531033,0,404430588,113.59900000000002,
2582,4067058578,4067059190,0,404430589,142.29500000000002,
2583,4067058578,4067059194,0,404430591,99.44199999999998,
2584,4067059189,4067059190,0,404430590,104.349,
2585,4067059189,4067059204,0,404430593,19.626,
2586,4067059189,4067059221,0,404430594,38.434,
2587,4067059190,4067059194,0,404430591,76.74,
2588,4067059194,4356486898,0,437869932,87.633,
2589,4067059210,11015162754,0,227727841,105.689,
2590,4067059210,4067059225,0,404430594,15.71,
2591,4067059211,4067059225,0,404430594,11.359,
2592,4067059211,4067059221,0,404430594,6.529,
2593,4067059211,4067059212,0,404430595,14.042,
2594,4067059212,11097229494,0,404430596,5.658,
2595,4067059212,11097229495,0,404430596,76.168,
2596,4067059221,5220790839,0,404430597,133.553,
2597,4067059224,5200623530,0,536972098,17.215,
2598,4067059225,4067059227,0,404430598,24.654999999999998,
2599,4067059227,4067059232,0,"[536972097, 404430598]",97.436,
2600,4067059227,6292531038,0,404430599,98.03999999999999,
2601,4067059239,10786826608,0,404430599,4.653,
2602,4067059239,11097229479,0,1020324647,68.044,Urbanización los Rosales
2603,4067064217,6292531051,0,404430599,73.806,
2604,4067064217,11097229482,0,404431060,11.254,
2605,4067064217,10786826608,0,404430599,61.596000000000004,
2606,4067064217,5532179492,0,538629452,13.0,
2607,4067064220,11097229483,0,1195624298,9.186,
2608,4067064220,4067064222,0,525278092,12.162,
2609,4067064220,11097229486,0,525278092,12.373999999999999,
2610,4067064222,11097229486,0,1195624295,17.439,
2611,4067064222,4067064228,0,525278092,69.398,
2612,4067064222,11097229478,0,1195624295,18.55,
2613,4067064228,11097229482,0,404431060,5.196,
2614,4067064228,11097229486,0,525278092,59.913000000000004,
2615,4067074133,11014011292,0,424732725,5.962,Avenida Juan Vidaurrázaga
2616,4067074133,4241152366,0,199124133,4.979,
2617,4067074134,4241152366,0,199124133,9.854,
2618,4067074143,4067074144,0,199124133,6.369999999999999,
2619,4067074143,11016544317,0,1276191252,123.751,Avenida Juan Vidaurrázaga
2620,4067074144,11014011293,0,1276191250,55.533,Avenida Venezuela
2621,4067074148,11014011293,0,110809040,10.833,Obando
2622,4067074148,4742367921,0,110809040,106.315,Obando
2623,4067074148,5413568698,0,570474813,94.579,Avenida Venezuela
2624,4067074154,11016544318,0,424732725,88.639,Avenida Juan Vidaurrázaga
2625,4067074154,5375241716,0,404432270,27.131,
2626,4067074154,11014011292,0,424732725,33.266,Avenida Juan Vidaurrázaga
2627,4071972938,5793954766,0,458554566,86.453,
2628,4071972938,4071972946,0,"[458554568, 671041446]",357.668,
2629,4071972946,4071972955,0,404954913,78.509,
2630,4071972946,4629946311,0,671041446,188.46200000000002,
2631,4071976491,4071976492,0,"[404955177, 404955175]",96.61500000000001,
2632,4071976491,8236634839,0,404955175,55.766,
2633,4071976491,8236634836,0,404955176,76.43199999999999,
2634,4071976492,8236634836,0,404955176,16.858,
2635,4071976492,4071976496,0,404955178,33.297,
2636,4071980290,5700757485,0,110841556,65.82,
2637,4071980290,5700757484,0,763495923,13.881,
2638,4072007975,6654482382,0,404960002,26.64,
2639,4072007975,4072007981,0,404959995,17.586,Óvalo Libertador
2640,4072007975,6654482316,0,404959995,6.040000000000001,Óvalo Libertador
2641,4072007981,4072011451,0,404960000,22.64,Thomas Álvares
2642,4072007981,4072011455,0,1284435486,14.994,Óvalo Libertador
2643,4072007987,4072011392,0,1284435487,23.942999999999998,Óvalo Libertador
2644,4072007987,4072011455,0,1284432485,29.416,Óvalo Libertador
2645,4072011392,6654482316,0,404959995,3.634,Óvalo Libertador
2646,4072011451,4072011455,0,404960001,22.94,Thomas Álvares
2647,4072011472,4072011474,0,404960005,10.928,
2648,4072011472,4072011474,1,"[404960004, 708185079]",140.39200000000002,
2649,4072011472,4072011478,0,404960005,30.762,
2650,4072011474,6654482335,0,404960005,31.998,
2651,4072011474,4072011479,0,404960006,4.955,
2652,4072011478,4072011479,0,"[708183019, 708183020, 404960006]",26.755,
2653,4072011478,6654482313,0,708183021,38.893,
2654,4072011479,6654482302,0,708183016,31.639,
2655,4073422977,4073422978,0,405121580,12.553,
2656,4073422978,4110468089,0,405121580,12.259,
2657,4073422978,5295946867,0,405121581,22.663,
2658,4073422979,5295946867,0,405121581,43.826,
2659,4075477894,4075477906,0,370654129,12.899,Avenida de la Marina
2660,4075477894,4075477895,0,405342488,9.567,
2661,4075477895,4075477900,0,405342488,60.163,
2662,4075477900,9410599753,0,"[1020318776, 1020318777]",71.071,
2663,4075477900,9410599752,0,"[1020318777, 1020318774]",31.69,
2664,4075477906,4075477909,0,370654129,48.6,Avenida de la Marina
2665,4075477906,4075477909,1,405342490,54.02,
2666,4075477933,4075477934,0,"[1175531330, 1175531331, 405342494]",21.217000000000002,
2667,4075488093,4209972320,0,421181321,125.12600000000002,
2668,4075619651,4075619652,0,405359539,57.752,
2669,4075619652,11024162774,0,110829830,63.135999999999996,Avenida Mariscal Castilla
2670,4075619652,11002043138,0,110829830,66.233,Avenida Mariscal Castilla
2671,4075627980,4336289452,0,354696529,54.36,Avenida Tacna y Arica
2672,4075627980,4075627981,0,405360494,18.081,
2673,4075627980,10917232407,0,1174906918,14.850000000000001,
2674,4075627981,4336289453,0,354696931,55.067,Avenida Tacna y Arica
2675,4096490924,4096490943,0,534262049,47.629,Avenida Jorge Chávez
2676,4096490924,4096490926,0,407605435,51.184000000000005,
2677,4096490924,5664848459,0,534262049,28.792,Avenida Jorge Chávez
2678,4096490943,11664050870,0,407605439,78.788,
2679,4096490949,11664050870,0,407605439,67.341,
2680,4096498591,4978429964,0,198374829,38.78,Avenida Lambramani
2681,4096498591,5467650636,0,"[568304599, 1186045871]",37.384,
2682,4096498609,11012483288,0,198105332,1.465,
2683,4096498616,11012483294,0,198105332,1.391,
2684,4096502701,5431347809,0,110834851,167.22999999999996,Avenida Arturo Ibáñez
2685,4096502701,7567888648,0,110834851,15.617,Avenida Arturo Ibáñez
2686,4096510442,5391108752,0,110840549,11.75,Calle Benito Bonifaz
2687,4096510442,4096510444,0,407607152,102.57100000000001,Calle Agricultura
2688,4096510442,5391108751,0,110840549,48.146,Calle Benito Bonifaz
2689,4096510444,4096510447,0,110821285,6.97,Calle Malecón Socabaya
2690,4096510447,11663898949,0,355528198,38.514,
2691,4096510448,5391108745,0,110821285,56.121,Calle Malecón Socabaya
2692,4096510448,5391108749,0,558922113,101.539,Ibáñez
2693,4096510448,11663898949,0,355528197,40.203,
2694,4096522841,10920891150,0,198351556,8.215,Avenida Tacna y Arica
2695,4096522841,10920891144,0,198351556,12.697,Avenida Tacna y Arica
2696,4096522923,5200744105,0,407608491,56.608999999999995,Calle Domingo Nieto
2697,4096522923,5200744113,0,110843658,37.931,Calle Domingo Nieto
2698,4096534438,4096534439,0,"[1196397793, 407609604]",65.958,Salida 7
2699,4096534438,4096534443,0,110830216,50.317,Calle Perú
2700,4096534439,4096534442,0,399821370,48.765,
2701,4096534439,4957820796,0,407609604,39.455,Salida 7
2702,4096534440,4096534441,0,399826756,47.087,Calle Nicolás de Piérola
2703,4096534440,4957820796,0,"[1196397796, 407609604]",18.947000000000003,Salida 7
2704,4096534440,5381354364,0,399826756,37.135,Calle Nicolás de Piérola
2705,4096534441,4197639834,0,399826756,27.416,Calle Nicolás de Piérola
2706,4096534441,4957820795,0,"[1196397795, 407609605]",19.559,
2707,4096534442,4957820795,0,407609605,40.101,
2708,4096534442,11101838040,0,399821370,27.012999999999998,
2709,4096534442,4096534443,0,"[1196397794, 407609605]",64.863,
2710,4096534443,4197639835,0,110830216,23.791,Calle Perú
2711,4106712642,4106712643,0,408754014,21.212,
2712,4106712643,5150667640,0,530413484,14.188,
2713,4106712643,5150667638,0,530413484,49.392,
2714,4106720360,4106720362,0,408754915,82.624,
2715,4106720360,4106720363,0,408754916,17.227,
2716,4106720363,5465543164,0,110829366,11.17,
2717,4106720363,5393843671,0,"[1138590022, 1138647727]",21.42,
2718,4106794712,5483379811,0,675676449,53.544,
2719,4106794712,5483379809,0,675676453,39.506,
2720,4106794712,6325106789,0,"[675676448, 675676449, 675676447]",166.187,
2721,4106794719,5799194861,0,458554565,232.149,Avenida Francisco Bolognesi
2722,4106794719,4106794722,0,408758763,52.062,
2723,4106794722,5483379811,0,675676449,39.937,
2724,4106794722,5398638786,0,408758764,83.43799999999999,
2725,4106794722,4106794727,0,675676449,210.606,
2726,4106794727,4106794744,0,675676445,67.968,
2727,4106794727,4106794828,0,675676449,23.846,
2728,4106794728,5799194861,0,458554565,9.441,Avenida Francisco Bolognesi
2729,4106794728,4106794736,0,458554565,42.218,Avenida Francisco Bolognesi
2730,4106794728,4106794733,0,408758765,31.849999999999998,
2731,4106794733,4106794828,0,"[675676449, 408758765]",12.953000000000001,
2732,4106794733,4106794737,0,408758766,12.508,
2733,4106794736,4106794749,0,458554565,45.952,Avenida Francisco Bolognesi
2734,4106794736,4106794737,0,408758766,22.563000000000002,
2735,4106794737,4106794740,0,408758768,16.023,
2736,4106794740,4106794828,0,1198415629,9.314,
2737,4106794740,4106794744,0,408758768,38.517,
2738,4106794744,11117197646,0,675676445,32.894000000000005,
2739,4106794749,11117197646,0,1198415630,45.087999999999994,
2740,4106794751,5633142524,0,404955676,130.003,Internacional
2741,4106794751,11117170701,0,1198415626,72.703,
2742,4106794751,5264484414,0,404955676,65.33000000000001,Internacional
2743,4106794764,11117170675,0,408758772,3.249,
2744,4106794764,5264484417,0,536176773,4.784,
2745,4106794769,8236626504,0,675676445,174.39,
2746,4106794769,6327629803,0,675676445,42.459,
2747,4106794769,5391350858,0,408758773,103.238,
2748,4106794776,5391350858,0,408758773,11.727,
2749,4106794776,4106794783,0,1198415623,7.188,
2750,4106794776,11117170696,0,1198415623,10.603,
2751,4106794776,11117170675,0,"[589925472, 408758772, 589925470]",42.422,
2752,4106794783,5258014002,0,"[1198415624, 1198415625, 543927415]",40.755,
2753,4106794783,6327629803,0,368683296,132.097,
2754,4110467379,4110468089,0,405121580,54.81,
2755,4110467379,4110468100,0,"[405121580, 409155454]",94.218,
2756,4110467379,5295946886,0,"[409155451, 548174655]",200.81599999999997,
2757,4110467382,4110468089,0,409155452,95.26199999999999,
2758,4110468100,4110468101,0,409155454,22.363999999999997,
2759,4110468100,4365381220,0,877284391,14.862,
2760,4110468104,4365381225,0,409155455,6.724,
2761,4110468104,4365381227,0,409155456,6.786,
2762,4110468108,5295946838,0,877284390,20.884,
2763,4110468108,5295946859,0,409155459,23.68,
2764,4110468108,8162388859,0,"[409155459, 877284390]",180.974,
2765,4110468114,5295946838,0,877284390,100.968,
2766,4110468114,4110468115,0,599437433,9.374,Thomas Álvares
2767,4110468115,5295946862,0,409155460,80.768,
2768,4110468115,5411420138,0,599437433,20.648,Thomas Álvares
2769,4110478631,4110478634,0,"[409156959, 409156966, 409156967]",29.948999999999998,
2770,4110478631,10885702068,0,356841216,27.924,Juan del la Torre
2771,4110486895,4110486897,0,409157846,45.764,
2772,4110486897,5375618190,0,110823835,27.064,Calle Manuel Ugarteche
2773,4110486897,5411410744,0,110823835,50.064,Calle Manuel Ugarteche
2774,4110704189,11019063518,0,649901512,44.404,Avenida Vírgen del Pilar
2775,4110704189,5375572602,0,109453189,71.554,
2776,4110704189,4110704190,0,649901512,33.397000000000006,Avenida Vírgen del Pilar
2777,4110704190,4110717640,0,110813543,53.819,
2778,4110722310,4110722312,0,110838870,5.997,
2779,4110722310,11019063628,0,409180510,7.633,Arévalo
2780,4110722311,11019063628,0,409180510,69.651,Arévalo
2781,4110722312,4110722313,0,110834818,9.12,
2782,4110722312,4499301838,0,110827917,51.256,
2783,4110722313,11019063625,0,409180509,7.087,Arévalo
2784,4110722313,5406211262,0,110834818,65.906,
2785,4110736812,4110736813,0,409181743,20.522,
2786,4110755571,4110755574,0,409183668,77.077,
2787,4144999638,5485437494,0,570550128,4.81,José María Escriba
2788,4144999638,5564782402,0,581646281,6.978,
2789,4190894647,5169801232,0,532762161,45.245,Calle San Francisco
2790,4190894647,5169434121,0,532762161,15.514,Calle San Francisco
2791,4197584714,4197584762,0,419754837,46.912,
2792,4197584762,4249908441,0,110823759,97.306,Calle Santo Domingo
2793,4197639834,11101838058,0,399826756,11.733,Calle Nicolás de Piérola
2794,4197639834,11101838036,0,419760366,3.503,
2795,4197639835,11101838012,0,419760368,6.519,
2796,4197639835,11101838024,0,110830216,16.358,Calle Perú
